height,length,class
40.350774073634305,49.1368392860619,1
25.308322717144133,43.66201323145313,2
23.90128280630475,42.80899945765713,2
39.66570935439967,50.42671344533403,1
26.01400777005984,46.585459702731725,0
21.13287867091243,40.36105765525041,2
36.38949208799472,49.69890517489193,1
26.016461676038837,45.69851134935061,0
24.329624249288578,40.145083721274155,2
36.96732252361928,53.022063546793774,1
25.943458234621104,47.726510848614375,0
17.641245111126487,40.41461733029296,2
37.85875743123192,49.58847608409613,1
27.47995102687914,45.782844305377544,0
24.209897687201718,36.27999320145935,2
36.6765199047797,46.89307880985021,1
28.256709829906498,45.434899614973155,0
20.466894806548712,41.191918294042985,2
39.45665594139388,52.204673632984644,1
24.436359768347806,51.57906383157558,0
20.95770267367394,41.042489010511325,2
36.888030489538835,49.75487953732228,1
23.372786680181044,47.25629475322996,0
21.718388223275596,40.44844888803784,2
37.01477909687701,49.480890628391926,1
23.90715612519027,49.37943144639956,0
20.363452678915245,41.8476461086988,2
38.087043466041656,50.373593696935956,1
28.364098671317965,51.40186729582549,0
20.739719380125443,38.55731357568647,2
39.40617025023707,47.98675036919913,1
24.76615965903642,51.657498699435116,0
24.54669258627492,39.562213587011236,2
36.89169371496168,51.60071393578072,1
26.168032367614913,48.05353839809127,0
21.60353436104277,37.67895263755979,2
39.32611148456727,46.782516653425446,1
25.516699838833617,47.95586789656982,0
23.249547218588837,42.10058337846969,2
37.14368122944282,49.92787116993903,1
26.683900139837775,48.6503199953633,0
23.619271950386775,43.309215693790705,2
37.47528253516303,47.04828650908308,1
27.70053517792311,49.241292238602554,0
20.699707174970865,39.23992742098737,2
36.35302674531126,49.137716581011965,1
25.38554393467774,43.63249860520777,2
21.296327752871274,43.72917060339903,2
32.9961683286329,48.80089115078,1
23.79890767173256,46.43269108580573,0
20.99950737012004,38.37111332418334,2
37.06162269218129,50.13067003139489,1
24.977076531511866,52.037057363353014,0
21.57500393311291,37.75036677210748,2
36.03083095845919,48.41021063696743,1
24.35761864080489,46.863346742187794,0
23.519741443172453,43.0398576512572,2
38.17754546426792,50.518445242907376,1
24.564796920945163,50.096475078009824,0
21.64479287208704,38.764513551339654,2
40.43563429220294,48.62314653628503,1
28.804211630341598,50.04240383238274,0
22.418098123689784,39.996256408841845,2
33.86746404974474,53.378865124217285,1
23.833598176562354,49.93043353757367,0
23.249673515184064,38.63366447624477,2
40.28399929265419,52.07224272486916,1
26.635310348832476,50.83070378622573,0
22.867221535802834,40.53519612849538,2
36.291312651962976,47.525134250746746,1
27.844626502064425,49.72667416202868,0
21.119644834652124,39.93920461240255,2
37.14957669226115,52.78902748040605,1
23.89421226985508,49.56951537747729,0
23.5008381341505,40.453521781655034,2
40.38461340291559,52.71754111223277,1
22.712373770823476,48.8021588654905,0
23.95864653580713,38.4554742349266,2
38.411648127752805,49.84400488567785,1
22.687774227685708,47.840700260439604,0
24.93565806898731,42.60650675550553,2
40.650918081850406,46.00208047731397,1
26.36066375014794,47.873790056417796,0
24.40857460647688,43.38437910143815,2
38.8071288934071,48.75217151569136,1
24.83638710695879,46.304458244813375,0
21.989668988100405,42.24465365350336,2
35.51706317464007,50.13392808809637,1
27.936635151328062,47.92466244449014,0
22.66652019798163,41.941657878370044,2
35.366794202451686,48.317574916849075,1
23.07194872548003,52.055424839327564,0
24.196568633842645,43.581484939089364,2
39.601319110592584,50.39290959416412,1
25.765668649482258,47.776350667124575,0
20.08824017676143,41.337365413854336,2
37.42764887455421,48.52122672798292,1
27.1949704823678,44.93797574514504,0
23.045131128767473,39.20632939917794,2
37.17374150418386,47.93852804021634,1
23.43864067779647,47.31214649776425,0
22.13327032548138,42.9337601823431,2
35.119802270052574,51.62055091376284,1
25.51329986703436,48.452950980298446,0
19.809549448601114,40.959102922729855,2
37.1837594636974,50.69486408624624,1
28.995891291278127,45.01259273914548,0
22.853126262595925,41.568507616936714,2
36.09777905175671,49.61822295545953,1
23.5023901072273,49.816966071680476,0
21.351250878394616,40.24812062493187,2
38.47960161773426,50.24146061419234,1
26.4232177728893,49.49204589010468,0
19.4412274525521,40.9133428758132,2
35.989318504507466,48.825120950202006,1
26.92971836108141,48.775772276595696,0
22.182477902283626,40.67404508041656,2
32.828891741030084,49.07979116611355,1
26.33573722845353,49.23793069045026,0
24.484457781137483,39.916861274599206,2
40.826914614079925,51.23094198034912,1
23.085608746844926,47.59031174941058,0
19.726600864251,43.80461336833177,2
36.360508017008684,51.93202325920809,1
27.71743211729155,44.91640043223875,0
22.59497075913192,41.16618145098065,2
39.084151885323195,52.03449323014823,1
27.136093863207662,47.19053712418456,0
24.02945352051431,41.674498734754295,2
39.48043443571476,48.84363375505331,1
24.267695047215774,48.10834546211142,0
21.97304560178031,42.48119890975805,2
38.200629852357295,50.78911547521192,1
29.004319920526704,46.427826527131316,0
23.981746671429207,42.44311529454037,2
36.916919783335835,48.704042303929405,1
22.998296900776225,48.20508396136678,0
21.742377901014727,43.14868548239747,2
39.15639552917262,53.69342289980531,1
27.545273954850348,47.14230382311383,0
23.735174245529855,40.463637517826804,2
38.4935182520083,50.50927454706891,1
20.307148942469414,46.599273390199315,0
19.349270076606956,43.741972052950764,2
37.14988105193336,50.65733187613873,1
23.873586839422067,45.16155350590476,0
19.17633943908102,41.69732873097377,2
39.89163882638266,50.73486491333514,1
25.794376082286924,45.80005017219327,0
23.048164393971394,41.38917788357639,2
36.42919879842257,50.859942515888015,1
26.797226896087146,48.3779009074624,0
22.712995850225102,39.83093686226476,2
38.09004948643061,47.516367825425135,1
22.87560643306561,48.01537476848512,0
22.354274371490693,43.823478022773,2
37.946893415257854,48.038861287435694,1
26.596320296175648,48.679557557187195,0
21.007596474930345,41.69006932861528,2
38.084533182069876,51.49953923904138,1
25.5902083068235,45.76734924370981,0
23.310796517650253,43.73470114412224,2
36.92415516234008,54.25502557252515,1
25.53744237700475,44.86880366645405,0
22.19006277666253,39.006134029346875,2
37.42806157457303,47.07515422508449,1
20.956776763119933,49.19856224130319,0
21.4675108880857,42.38097784155108,2
40.33573225458718,48.32649127729642,1
26.27793278004049,47.15115461155851,0
22.98910372550629,43.68709877946857,2
39.03472933010277,51.52918829087362,1
27.833635196522195,46.29061727028187,0
21.860452965356025,39.04339376754114,2
36.62909169022772,48.05136192148225,1
28.88016709485821,46.00386606388701,0
24.152993827095486,37.53689150085617,2
35.192168785841915,49.49457003452413,1
26.89374735958575,50.048348119593534,0
19.53499839908046,39.045140854848796,2
36.80275970560536,49.88464154672815,1
24.853274093699227,51.513320387086736,0
24.43257229135854,40.567737833940534,2
41.61985004700797,51.2941180884575,1
26.231266956814647,51.030140235611455,0
24.655632762871555,38.970192603666405,2
35.675350974719905,51.08840810497141,1
26.635911392776805,44.31283552768694,0
21.96665474902645,42.6442610785304,2
40.00885055749636,50.85068936342367,1
23.40778103999935,47.98274132498181,0
24.942366483896897,40.366358567635494,2
37.18809747013087,49.96715135546236,1
25.936852803106518,46.341390633077424,0
24.949950797932498,39.19315102775183,2
40.10708931764385,48.68617972779938,1
28.046687030820774,45.31394002392618,0
25.44307227372245,40.5159755421937,2
40.67786165319043,47.47030891235026,1
24.12578822243827,49.888973873235635,0
24.307610624605992,45.02011345566854,0
39.406443202896426,47.198041415556744,1
22.15532734210636,49.255633954885376,0
20.419544227473885,38.91260732932862,2
40.14911219013917,50.458024646410244,1
23.915226016074755,47.08623708898733,0
18.853804484644257,40.978954654922134,2
37.582546248967894,51.80053611396123,1
23.115418778112836,49.93945449659975,0
23.19073761581802,42.12011057190325,2
33.20881907390367,51.793609335160724,1
27.161394096762237,53.52340100032208,0
21.484458618787478,41.53791703987196,2
36.25399850891645,46.70847273137457,1
23.466120765416264,46.54545422743601,0
20.985841389681244,40.288295819777744,2
39.859212552448305,48.98473855102765,1
26.417835022510275,49.833251048173096,0
23.77341712875871,38.622904912181816,2
37.258415257658264,52.19136656546863,1
24.954246360794617,44.68573550213862,0
22.731689866535824,42.20853892414039,2
38.00068040174385,47.473343994129735,1
24.6952507295784,44.07001990561496,0
19.5425371233368,41.951540192360014,2
39.614833653501165,50.661883523144915,1
28.198891903542627,46.748599669943836,0
24.04641303974064,43.207752692897245,2
35.575850433291684,51.16351863626317,1
26.204523021183842,50.25138580703478,0
21.408663146927037,43.11992697486398,2
39.108049962880685,47.41462738641122,1
24.61607308613564,49.6071259319597,0
21.51452342760188,39.83499959737569,2
37.36063260988636,50.21181736826373,1
24.324511068506734,50.184595086715845,0
22.085422421699253,41.52395677279624,2
38.097279230735936,50.94323554390889,1
25.846245471309494,47.60526213211595,0
24.20052494440873,37.85280940118106,2
35.56261571490364,49.758019008653044,1
26.30033021089272,44.93955012097904,0
20.05886414527387,39.70487930798609,2
40.61883045620302,49.42235387126282,1
26.74178101108731,47.80454148835506,0
21.96418827521439,37.42577385629544,2
38.91127225290328,49.67511866687543,1
27.701935261460484,51.94380953669292,0
18.96396112847048,41.10762165911401,2
38.684881677248214,46.29306500161433,1
27.288534382937783,47.88341136744617,0
24.03287961161689,42.264458583486025,2
37.51419400418987,50.444445642708345,1
26.709618296228495,47.48461034837194,0
23.323895167048768,42.21414874789419,2
38.34851803659386,49.89297581596122,1
25.274129496917023,48.081665106030535,0
24.54599863682744,40.918203650605626,2
39.58626938183507,54.98018989013426,1
24.91981507520195,47.76133577959157,0
22.350559559672547,36.27866119234692,2
35.05136268982695,49.03141266392807,1
27.85164461202755,47.25388471643558,0
23.067091143105092,43.20708356134254,2
38.615313400097776,52.189430271159004,1
25.466964584210476,47.04862368800455,0
21.41549115063473,42.643046832303625,2
40.62166104900678,52.66191744114289,1
26.015884405623382,48.25427878807462,0
23.344674506380464,39.94503544246148,2
35.811112809866245,49.8516721216166,1
25.15214542054407,49.4941876890626,0
26.19006631233154,40.20869015973135,2
38.16961959777112,48.4975715522323,1
23.80886797328397,50.023887956715804,0
22.525699239586032,40.10544803259956,2
36.49180929404658,48.20999219564821,1
28.77290467801756,47.65187967337946,0
22.241297824090704,39.340751732890226,2
39.458788567361445,53.2500273807684,1
24.135858805291498,45.95603898741649,0
23.324768788764324,40.546385468485546,2
36.35098884826164,51.935109907691036,1
26.137549380330825,45.44353761536829,0
24.264064164767305,43.621542713700684,2
37.605753553033,51.27228588600677,1
23.285145019345624,47.429360864746776,0
21.60467362442018,39.0383676598395,2
37.86643281086682,51.44705063873181,1
24.4829662648404,48.9403761509416,0
23.48306472649599,38.563171837094984,2
36.93626756422856,47.4568144375209,1
26.88670243953755,48.08278650415724,0
22.86213779627709,37.37481183440435,2
36.25833606559965,51.504047873529025,1
26.215001391733917,47.238436557257366,0
18.272533200346658,39.359341860588835,2
35.53573724707286,48.25387320906152,1
25.286003420462055,50.76559132157276,0
19.140911334902235,38.81415483435135,2
41.83226185032002,51.50975007895403,1
22.928606178894768,46.87892633496968,0
21.54041814984565,38.95509149712588,2
38.60896463394247,49.510242467366226,1
24.34872458414788,45.64846662952181,0
23.84925453194903,40.88649985175464,2
38.198614994907715,48.37018538563755,1
27.506046716975828,48.771169675820886,0
25.86744021318308,38.24461714843496,2
39.14661441660232,49.85440711818433,1
22.985102607128148,51.15649348283901,0
23.988872875737904,39.3453329125338,2
40.963729596597645,54.18219321455279,1
27.018255836821798,47.18291136118105,0
20.777824983374348,40.594252570582675,2
38.80459049468861,49.495906855135594,1
21.487734116261702,48.24684866517681,0
23.307255011040404,39.357710171329444,2
38.27705213178214,49.39646462930228,1
23.87808259447946,48.986188286622365,0
26.38805314087938,42.96975120464398,2
39.86689027247673,49.25517191715402,1
30.111131364547678,45.74628225388857,0
21.4329897912365,42.61783298412045,2
37.296121175171045,50.54048515971417,1
22.731086170621467,47.01916583862982,0
24.903448633550468,39.93290439058484,2
37.17644262852037,48.16703279172652,1
24.570307825285354,47.10087316121219,0
22.770478756780108,39.07837357308413,2
38.509540278165474,51.010169571000944,1
25.952912152460556,50.068852874140795,0
26.303356392274175,40.54356364753236,2
38.35293894882385,48.95835950729392,1
26.82531437849736,44.840759000805846,0
22.210215658274574,42.60092362956361,2
37.671710565551216,51.09923267410394,1
27.63814082607539,48.99094134225196,0
20.77394019040691,41.34239539029814,2
38.787702392034994,48.145305284456036,1
25.8926610690446,46.45344909828254,0
22.630015392692005,40.651226222038844,2
35.61790454389485,47.48064235089134,1
26.58262129161415,45.39457708164031,0
24.059515392898103,39.7929655672754,2
37.787525214952346,53.486923449174824,1
24.13130081286773,50.71301532574731,0
20.84380940694609,39.96444390946067,2
40.11763822512115,47.96270048588552,1
23.591955289187098,47.40003387357703,0
23.570843310926264,42.23376515457771,2
39.932587092834495,47.23558453863695,1
26.144074007040324,47.71662973269779,0
22.02555401645835,42.20634994132903,2
36.47471038365838,50.54469879967821,1
30.609939048228366,46.62379898002367,0
23.509979065012956,40.116867454635,2
34.64793309113634,52.331840824491486,1
25.292033882083604,49.881452226668586,0
21.89882594778288,43.13024943804373,2
39.65858443379308,52.67383089453358,1
24.57065720105362,47.550362871144166,0
21.155439619951274,40.12824376576825,2
36.89809075887475,51.52169170726882,1
26.800369387641265,52.76163017822552,0
22.290671062107435,37.79287736929409,2
40.42541089682386,49.35995740777578,1
26.213493377184026,49.14034065563644,0
22.008262627263452,39.51459140948433,2
35.02114491943687,50.593697817153384,1
26.367854746940107,47.35715706633822,0
20.698782219784263,43.23599163339774,2
42.332725983761826,51.25677795577961,1
26.22080708217812,45.63209762207841,0
22.936842556484475,37.166230910223604,2
37.36799101192347,52.133560186865886,1
25.991622665172727,44.64553757208481,0
21.99120671792446,42.4857823711559,2
37.18751579281523,51.10393773461143,1
23.095118867511573,47.407083486439234,0
20.15304939309666,41.57096478030636,2
38.27085800465224,49.86332411894629,1
26.312097894380926,45.583569214500386,0
23.04803408507785,43.20425579121193,2
39.28012772195054,50.71229566892633,1
23.624374451266583,49.254297503718064,0
18.479551605992363,43.07183805531365,2
37.87732178770107,51.534639269336274,1
26.3483599678317,49.198548828309924,0
24.51764669437594,39.64708538208219,2
39.658684784594584,50.25551146530569,1
28.403853026075023,46.99461060365996,0
21.4260088828419,43.57116144028158,2
38.6801082756576,47.321765860076425,1
27.454316462837763,45.56563037812655,0
24.461876760481513,44.57099112271989,0
37.939843892802024,51.4978912889501,1
29.329835351688367,47.41143682038103,0
26.89896466956776,38.41445201249736,2
37.20896486033316,49.328855982395126,1
24.529597940295332,49.683400509065955,0
23.125987706476874,41.26803308374401,2
36.28176721341507,50.59864478260664,1
25.17663487148606,50.01808641730044,0
22.278911720329955,40.72560153137174,2
40.26220812947966,50.33459179723872,1
24.498531862987857,48.44898542785433,0
20.86871269092893,41.372380062868174,2
37.3320861798826,51.99976024275208,1
23.892446471993043,45.05952242782413,0
24.920175273513003,39.339171295930676,2
41.339928271038765,46.6731339036023,1
26.44166147827811,45.46760665436232,0
22.394863724130282,39.71009799753888,2
39.58255089693938,50.51141052085554,1
23.58203372083127,48.032273143250855,0
21.397470833475822,39.90389571663902,2
36.33778868817755,49.55527184888048,1
28.00762810360455,43.96389197413562,0
22.378788153244447,37.69811377670526,2
40.66776221172107,52.39440059362047,1
23.33436774816049,49.56030538797193,0
23.087635351005602,40.84944749373398,2
39.64952794854152,48.93560181176775,1
27.014337087038307,46.552880559753056,0
25.295145436117565,37.96710169415278,2
34.94840766691927,51.63298831166604,1
26.274328296333618,48.00551843473186,0
23.918643331960446,37.129499624199475,2
40.64095967115923,50.11670656739982,1
25.5545170417433,49.483410394427814,0
21.10229175967914,38.75699081345504,2
36.593766174128504,52.42455487428079,1
23.57304762096413,46.796461770354576,0
21.706361662168803,41.139451452646675,2
37.77042061168498,50.07573423478363,1
29.750389410843376,48.189226680802165,0
23.4167828260468,40.75542216009607,2
38.16154495600625,48.57072582848694,1
27.7631847484462,46.64981912512676,0
22.277813953989487,39.11586671699746,2
37.7511205412843,48.2785276967655,1
25.57380390826553,48.866536256492736,0
20.69289378424689,40.640272524218766,2
38.78065985013014,52.370676174816474,1
26.102707357138296,51.70695049993639,0
24.46194576557773,37.98635476320617,2
36.21343173322731,50.81619267866608,1
23.648387079773745,47.73904647982079,0
23.391422680931328,41.41993649704776,2
36.24511938397493,50.80963037132924,1
24.877710421961957,47.25641304172268,0
22.527770915738923,40.108032112110216,2
34.05901672036396,51.871882881030544,1
27.479662728568883,46.36677589545131,0
23.564212564616106,37.81224120734764,2
37.43706914773668,49.65754595953166,1
28.441165803793147,51.20622446344225,0
21.431297202337756,41.656723145183626,2
41.97505668065652,48.23106936306087,1
25.90428008405285,50.37730820657026,0
20.06666120202386,37.29915315466641,2
36.70863575531166,49.71975425542747,1
23.649046041164272,49.300335903672746,0
20.732625571614918,41.67083365433174,2
40.92971311942806,52.06825102452359,1
27.023834741422863,47.764087824964776,0
22.29181315239891,39.71755641875698,2
41.05706866284005,48.47935239914392,1
22.720894300136997,45.572856329833286,0
24.859100932167543,42.59826366747109,2
38.011894977896894,52.1372889864525,1
26.90469614322218,48.336317004877046,0
22.38492357793461,40.41550120920956,2
37.25818900719237,52.01993068516274,1
26.090232726138158,49.708564580588465,0
20.823622146120282,40.50284627230453,2
36.951275676517795,49.751770067396535,1
25.791515975800767,47.53953198477573,0
22.11566681935421,37.07929522708692,2
35.7032595450197,51.598865834996,1
23.79816359699261,48.27711313206407,0
22.32352357716407,37.98852109476385,2
39.44561563227511,49.52464830173541,1
23.933148246326045,49.07327563821604,0
21.03871170901737,45.44677183905292,0
37.68996439951207,52.690116935024655,1
25.708627779324942,44.453152530424745,0
22.68548819741697,40.48021136920321,2
38.58948428161083,48.61199101852571,1
25.292974903371277,51.26035930981604,0
21.94037074802233,39.97421550027784,2
42.86960231351896,49.59818523451296,1
29.697106172159508,42.341376303088715,0
22.025639936305183,38.268428507936086,2
40.61216738689097,51.91591963702837,1
25.489093708990097,50.03191544130686,0
21.827661985432854,41.196113896712774,2
34.95682352330832,49.30802650457605,1
27.25353066027104,45.49910415572973,0
20.473115595157765,40.70408331994618,2
35.273239144354825,48.07916546854681,1
25.563776450409115,47.74310668114437,0
20.96299035652008,39.91227563407325,2
37.91409897162427,51.77111726737456,1
23.424938018782917,47.91021959520641,0
22.93581205352119,39.38752776810628,2
39.922585364923705,49.54078607339239,1
26.40773713433625,46.9922204630267,0
26.34246719584968,40.71997443716474,2
39.92097713465108,51.044617382848884,1
22.247550603345722,49.09807027816188,0
17.314749390437967,41.83683869201549,2
39.59801190019726,48.88504856247893,1
25.390058061728393,49.01639709742542,0
19.765373914070334,41.134587221535305,2
33.330799788897714,50.13844886577761,1
24.62287316741641,48.85773927089097,0
23.53435464019904,39.28136604188997,2
37.20607175363526,46.44707088542053,1
25.436373022136465,46.813351506781025,0
21.5208133055206,39.84944028538035,2
36.81478434407832,51.15902644021744,1
22.880038318027616,50.598523238815055,0
21.060512420364454,40.81647893210803,2
37.82264507556792,47.496567532927344,1
22.780553553926733,50.280519439837484,0
24.887990579110607,41.69894305341738,2
35.91314464484891,49.15887483546707,1
22.346527947568944,47.719190574018086,0
24.427707322459035,41.08002506542698,2
38.282682457438845,50.89525764859319,1
24.342308413403035,47.0278495863991,0
26.724351315066617,39.959183095684324,2
37.127243313132325,47.23650491164649,1
25.26727529365478,48.00168526532104,0
22.232375500364682,41.91533940315002,2
36.637142640605916,50.39275674785976,1
26.879795587028454,46.124041861415144,0
23.100399919091775,37.39898311965923,2
36.58221757110744,49.34953954537711,1
26.635570650780366,50.41550594341789,0
24.184838119915145,41.32655481516728,2
36.48673012322864,50.46602961725791,1
23.875430160341065,46.16845617334306,0
21.145559165765906,42.17196703740154,2
39.0115626738039,48.43405796765528,1
23.916343450847517,46.336392402015555,0
